Date,Usage,Temp,ph,TDS,MeterReading
1989-03-12,74.68,26.781,6.047734129,28780.34043,10600.69
1989-03-13,64.94,26.781,7.060217523,28780.34043,10665.630000000001
1989-03-14,73.57,26.781,7.143979891,28780.34043,10739.2
1989-03-15,68.84,26.781,6.805100037,9973.934059,10808.04
1989-03-16,52.49,26.781,6.618524109,9973.934059,10860.53
1989-03-17,66.71,26.781,7.154814179,9973.934059,10927.24
1989-03-18,70.8,26.781,7.999698485,9973.934059,10998.039999999999
1989-03-19,71.12,26.781,6.32023422,21568.42878,11069.16
1989-03-20,75.93,26.781,7.704767472,21568.42878,11145.09
1989-03-21,63.75,26.781,6.622356991,21568.42878,11208.84
1989-03-22,75.09,26.781,6.141488562,21568.42878,11283.93
1989-03-23,63.91,26.781,6.643337748,35606.44018,11347.84
1989-03-24,78.54,26.781,7.512746769,35606.44018,11426.380000000001
1989-03-25,76.11,26.781,6.409662234,35606.44018,11502.490000000002
1989-03-26,65.2,26.781,6.176998916,35606.44018,11567.690000000002
1989-03-27,50.04,26.879,6.505965838,10575.18628,11617.730000000003
1989-03-28,57.54,26.879,6.042770835,10575.18628,11675.270000000004
1989-03-29,55.23,26.879,6.867396157,10575.18628,11730.500000000004
1989-03-30,79.36,26.879,6.655609825,10575.18628,11809.860000000004
1989-03-31,56.56,26.195,6.38820802,15758.74062,11866.420000000004
1989-04-01,76.27,26.195,7.48786401,15758.74062,11942.690000000004
1989-04-02,61.48,26.195,6.648416623,15758.74062,12004.170000000004
1989-04-03,75.04,26.195,7.949038143,15758.74062,12079.210000000005
1989-04-04,79.68,26.195,7.751072772,34415.85315,12158.890000000005
1989-04-05,66.06,26.195,7.802267878,34415.85315,12224.950000000004
1989-04-06,56.82,26.195,6.303995913,34415.85315,12281.770000000004
1989-04-07,72.92,26.195,7.252950457,34415.85315,12354.690000000004
1989-04-08,72.76,26.39,7.27230129,21536.22469,12427.450000000004
1989-04-09,77.38,26.39,6.328928122,21536.22469,12504.830000000004
1989-04-10,63.21,26.39,7.011168844,21536.22469,12568.040000000003
1989-04-11,67.55,26.39,7.962491009,21536.22469,12635.590000000002
1989-04-12,54.66,26.195,7.912727078,27492.30731,12690.250000000002
1989-04-13,61.84,26.195,7.629659855,27492.30731,12752.090000000002
1989-04-14,62.14,26.195,7.901159559,27492.30731,12814.230000000001
1989-04-15,52.56,26.195,6.22519741,27492.30731,12866.79
1989-04-16,75.45,25.708,7.860873377,12013.55063,12942.240000000002
1989-04-17,61.0,25.708,6.06632843,12013.55063,13003.240000000002
1989-04-18,74.54,25.708,6.385669729,12013.55063,13077.780000000002
1989-04-19,66.68,25.708,7.662661035,12013.55063,13144.460000000003
1989-04-20,50.28,26.585,6.739555283,19871.78845,13194.740000000003
1989-04-21,67.48,26.585,7.495763126,19871.78845,13262.220000000003
1989-04-22,62.79,26.585,6.342513879,19871.78845,13325.010000000004
1989-04-23,58.51,26.585,7.970376609,19871.78845,13383.520000000004
1989-04-24,77.36,26.683,7.018842741,11920.61084,13460.880000000005
1989-04-25,68.42,26.683,7.331424871,11920.61084,13529.300000000005
1989-04-26,55.59,26.683,7.19400362,11920.61084,13584.890000000005
1989-04-27,72.75,26.683,6.904579367,11920.61084,13657.640000000005
1989-04-28,59.4,25.902,6.516577732,21783.65103,13717.040000000005
1989-04-29,69.02,25.902,7.119420063,21783.65103,13786.060000000005
1989-04-30,70.36,25.902,7.631474364,21783.65103,13856.420000000006
1989-05-01,58.47,25.902,6.484623231,21783.65103,13914.890000000005
1989-05-02,72.09,26.195,6.078066174,30616.61515,13986.980000000005
1989-05-03,79.49,26.195,7.502453607,30616.61515,14066.470000000005
1989-05-04,64.67,26.195,6.547119146,30616.61515,14131.140000000005
1989-05-05,59.95,26.195,6.282059597,30616.61515,14191.090000000006
1989-05-06,54.06,26.292,7.68602605,28779.65001,14245.150000000005
1989-05-07,67.95,26.292,6.474245211,28779.65001,14313.100000000006
1989-05-08,75.43,26.292,6.796229777,28779.65001,14388.530000000006
1989-05-09,52.17,26.292,6.66721645,28779.65001,14440.700000000006
1989-05-10,68.84,26.683,7.120021772,24323.8659,14509.540000000006
1989-05-11,79.29,26.683,6.209272472,24323.8659,14588.830000000007
1989-05-12,67.67,26.683,6.773440979,24323.8659,14656.500000000007
1989-05-13,75.95,26.683,6.023306708,24323.8659,14732.450000000008
1989-05-14,53.87,26.585,7.870313652,16963.62501,14786.320000000009
1989-05-15,68.97,26.585,7.432893551,16963.62501,14855.290000000008
1989-05-16,52.3,26.585,6.160944857,16963.62501,14907.590000000007
1989-05-17,57.29,26.585,7.945186258,16963.62501,14964.880000000008
1989-05-18,54.68,26.585,6.654056606,20557.24043,15019.560000000009
1989-05-19,57.27,26.585,7.033932735,20557.24043,15076.830000000009
1989-05-20,58.28,26.585,7.115165601,20557.24043,15135.11000000001
1989-05-21,70.58,26.585,6.556660317,20557.24043,15205.69000000001
1989-05-22,77.96,26.585,6.354695309,32144.79993,15283.650000000009
1989-05-23,60.01,26.585,6.622945203,32144.79993,15343.660000000009
1989-05-24,73.36,26.585,7.321757609,32144.79993,15417.02000000001
1989-05-25,54.24,26.585,6.165475146,32144.79993,15471.26000000001
1989-05-26,54.58,26.683,7.351831301,20965.47831,15525.84000000001
1989-05-27,70.32,26.683,6.171301797,20965.47831,15596.160000000009
1989-05-28,77.28,26.683,7.914231111,20965.47831,15673.44000000001
1989-05-29,72.24,26.683,6.190651761,20965.47831,15745.68000000001
1989-05-30,78.89,26.683,7.896481708,35729.69271,15824.570000000009
1989-05-31,69.35,26.683,6.423888599,35729.69271,15893.92000000001
1989-06-01,69.47,26.683,6.486793916,35729.69271,15963.390000000009
1989-06-02,62.5,26.683,6.965254944,35729.69271,16025.890000000009
1989-06-03,65.25,26.781,7.252483781,24656.23968,16091.140000000009
1989-06-04,53.09,26.781,6.94139071,24656.23968,16144.230000000009
1989-06-05,2.05,26.781,6.515875767,24656.23968,16146.280000000008
1989-06-06,68.89,26.781,7.6255376,24656.23968,16215.170000000007
1989-06-07,2.7,26.781,6.420816359,32653.91036,16217.870000000008
1989-06-08,60.87,26.781,6.20375446,32653.91036,16278.740000000009
1989-06-09,69.7,26.781,6.997514806,32653.91036,16348.44000000001
1989-06-10,79.47,26.781,7.527521014,32653.91036,16427.91000000001
1989-06-11,68.48,26.879,6.993449314,21815.07415,16496.39000000001
1989-06-12,66.81,26.879,6.039693307,21815.07415,16563.20000000001
1989-06-13,54.52,26.879,6.635205929,21815.07415,16617.720000000012
1989-06-14,65.67,26.879,6.739423362,21815.07415,16683.39000000001
1989-06-15,76.33,26.879,6.906774954,34873.93452,16759.720000000012
1989-06-16,55.26,26.879,7.640381699,34873.93452,16814.98000000001
1989-06-17,60.57,26.879,7.114555149,34873.93452,16875.55000000001
1989-06-18,72.74,26.879,7.141508064,34873.93452,16948.29000000001
1989-06-19,62.1,26.879,7.244522587,27420.16742,17010.39000000001
1989-06-20,79.8,26.879,7.159912594,27420.16742,17090.19000000001
1989-06-21,52.43,26.879,6.492743484,27420.16742,17142.62000000001
1989-06-22,70.82,26.879,7.896701743,27420.16742,17213.44000000001
1989-06-23,69.61,26.39,7.991244153,12830.48413,17283.05000000001
1989-06-24,71.17,26.39,7.240353792,12830.48413,17354.22000000001
1989-06-25,77.42,26.39,7.22297191,12830.48413,17431.640000000007
1989-06-26,77.91,26.39,6.050922824,12830.48413,17509.550000000007
1989-06-27,65.24,26.488,6.523920344,24964.7777,17574.790000000008
1989-06-28,67.71,26.488,6.339358825,24964.7777,17642.500000000007
1989-06-29,68.93,26.488,7.918465972,24964.7777,17711.430000000008
1989-06-30,69.19,26.488,6.879210466,24964.7777,17780.620000000006
1989-07-01,74.81,26.097,6.225626508,6743.346066,17855.430000000008
1989-07-02,55.48,26.097,7.425359201,6743.346066,17910.910000000007
1989-07-03,50.53,26.097,6.200895632,6743.346066,17961.440000000006
1989-07-04,74.64,26.097,7.2304307,6743.346066,18036.080000000005
1989-07-05,62.13,25.805,7.326570644,33223.58153,18098.210000000006
1989-07-06,73.97,25.805,6.503270942,33223.58153,18172.180000000008
1989-07-07,8.76,25.805,6.069049469,33223.58153,18180.940000000006
1989-07-08,61.73,25.805,6.880493046,33223.58153,18242.670000000006
1989-07-09,53.85,26.292,7.784821371,19460.38282,18296.520000000004
1989-07-10,60.2,26.292,7.311482868,19460.38282,18356.720000000005
1989-07-11,67.64,26.292,6.36805635,19460.38282,18424.360000000004
1989-07-12,55.61,26.292,6.349410165,19460.38282,18479.970000000005
1989-07-13,67.49,27.075,6.277529734,22984.05095,18547.460000000006
1989-07-14,69.99,27.075,7.860337511,22984.05095,18617.450000000008
1989-07-15,62.23,27.075,7.525900071,22984.05095,18679.680000000008
1989-07-16,56.54,27.075,6.223738054,22984.05095,18736.22000000001
1989-07-17,73.37,27.075,6.992491433,14859.46642,18809.590000000007
1989-07-18,54.07,27.075,7.300769995,14859.46642,18863.660000000007
1989-07-19,50.3,27.075,6.270411197,14859.46642,18913.960000000006
1989-07-20,72.85,27.075,7.756174016,14859.46642,18986.810000000005
1989-07-21,54.25,26.977,7.505048885,25650.77764,19041.060000000005
1989-07-22,52.51,26.977,6.120920317,25650.77764,19093.570000000003
1989-07-23,62.22,26.977,6.812676051,25650.77764,19155.790000000005
1989-07-24,66.31,26.977,7.141605548,25650.77764,19222.100000000006
1989-07-25,50.04,26.781,7.296926412,23029.66361,19272.140000000007
1989-07-26,76.6,26.781,7.502148065,23029.66361,19348.740000000005
1989-07-27,76.67,26.781,6.676864975,23029.66361,19425.410000000003
1989-07-28,57.9,26.781,6.660428859,23029.66361,19483.310000000005
1989-07-29,52.0,27.173,7.501423323,37962.16799,19535.310000000005
1989-07-30,53.31,27.173,7.420989031,37962.16799,19588.620000000006
1989-07-31,78.43,27.173,6.426852697,37962.16799,19667.050000000007
1989-08-01,74.71,27.173,7.533219996,37962.16799,19741.760000000006
1989-08-02,73.7,25.902,7.598145462,24468.04839,19815.460000000006
1989-08-03,64.55,25.902,6.2234594,24468.04839,19880.010000000006
1989-08-04,62.1,25.902,7.247499281,24468.04839,19942.110000000004
1989-08-05,50.63,25.902,6.434228363,24468.04839,19992.740000000005
1989-08-06,73.18,27.075,7.192117213,31903.39981,20065.920000000006
1989-08-07,67.41,27.075,7.774076306,31903.39981,20133.330000000005
1989-08-08,74.81,27.075,7.466115983,31903.39981,20208.140000000007
1989-08-09,53.17,27.075,6.793133761,31903.39981,20261.310000000005
1989-08-10,60.8,26.781,7.378846354,28689.59578,20322.110000000004
1989-08-11,72.03,26.781,6.727246215,28689.59578,20394.140000000003
1989-08-12,77.03,26.781,7.101210143,28689.59578,20471.170000000002
1989-08-13,77.08,26.781,6.372973337,28689.59578,20548.250000000004
1989-08-14,50.69,26.195,6.641553372,12531.60192,20598.940000000002
1989-08-15,62.63,26.195,6.57119239,12531.60192,20661.570000000003
1989-08-16,71.34,26.195,7.652979627,12531.60192,20732.910000000003
1989-08-17,63.15,26.195,7.853688894,12531.60192,20796.060000000005
1989-08-18,77.41,26.0,6.628091328,9566.12227,20873.470000000005
1989-08-19,76.11,26.0,7.594632041,9566.12227,20949.580000000005
1989-08-20,76.4,26.0,6.020703321,9566.12227,21025.980000000007
1989-08-21,69.5,26.0,6.53254912,9566.12227,21095.480000000007
1989-08-22,76.68,25.902,6.335327278,27267.98186,21172.160000000007
1989-08-23,77.82,25.902,7.793814745,27267.98186,21249.980000000007
1989-08-24,65.29,25.902,6.338645693,27267.98186,21315.270000000008
1989-08-25,78.67,25.902,7.371581183,27267.98186,21393.940000000006
1989-08-26,75.92,26.292,6.719768566,23827.27502,21469.860000000004
1989-08-27,76.64,26.292,6.996396976,23827.27502,21546.500000000004
1989-08-28,75.85,26.292,7.097066134,23827.27502,21622.350000000002
1989-08-29,66.03,26.292,7.12599613,23827.27502,21688.38
1989-08-30,62.69,26.879,7.558726343,13116.70771,21751.07
1989-08-31,66.78,26.879,7.709966408,13116.70771,21817.85
1989-09-01,53.67,26.879,6.204340134,13116.70771,21871.519999999997
1989-09-02,65.38,26.879,6.962200162,13116.70771,21936.899999999998
1989-09-03,54.58,27.173,6.79870155,27159.38435,21991.48
1989-09-04,68.77,27.173,7.490803392,27159.38435,22060.25
1989-09-05,51.51,27.173,7.271300567,27159.38435,22111.76
1989-09-06,54.1,27.173,6.376385481,27159.38435,22165.859999999997
1989-09-07,68.98,26.683,6.891692021,21470.27831,22234.839999999997
1989-09-08,62.55,26.683,6.841815157,21470.27831,22297.389999999996
1989-09-09,76.04,26.683,6.163577261,21470.27831,22373.429999999997
1989-09-10,53.99,26.683,6.918587302,21470.27831,22427.42
1989-09-11,74.61,26.879,7.533471421,12652.36298,22502.03
1989-09-12,51.93,26.879,7.302694402,12652.36298,22553.96
1989-09-13,55.63,26.879,6.075275737,12652.36298,22609.59
1989-09-14,71.42,26.879,7.540447523,12652.36298,22681.01
1989-09-15,64.36,27.075,7.747184565,28608.05208,22745.37
1989-09-16,72.39,27.075,7.410648569,28608.05208,22817.76
1989-09-17,55.74,27.075,7.127077897,28608.05208,22873.5
1989-09-18,50.22,27.075,7.670005958,28608.05208,22923.72
1989-09-19,73.0,26.879,6.670448516,17153.30616,22996.72
1989-09-20,71.41,26.879,7.461998948,17153.30616,23068.13
1989-09-21,62.49,26.879,7.741942422,17153.30616,23130.620000000003
1989-09-22,66.23,26.879,7.778465228,17153.30616,23196.850000000002
1989-09-23,52.33,27.075,6.879218612,29721.91163,23249.180000000004
1989-09-24,63.32,27.075,7.502131117,29721.91163,23312.500000000004
1989-09-25,51.11,27.075,6.933637769,29721.91163,23363.610000000004
1989-09-26,52.83,27.075,6.525843966,29721.91163,23416.440000000006
1989-09-27,57.72,27.075,6.335579428,20416.841,23474.160000000007
1989-09-28,61.26,27.075,7.66043265,20416.841,23535.420000000006
1989-09-29,72.33,27.075,7.898439713,20416.841,23607.750000000007
1989-09-30,60.2,27.075,6.883750197,20416.841,23667.950000000008
1989-10-01,53.0,26.977,7.826722202,27965.07215,23720.950000000008
1989-10-02,68.34,26.977,6.012745094,27965.07215,23789.290000000008
1989-10-03,52.9,26.977,7.985094296,27965.07215,23842.19000000001
1989-10-04,19.84,26.977,6.313821919,27965.07215,23862.03000000001
1989-10-05,62.14,27.075,6.586162336,11609.10905,23924.17000000001
1989-10-06,73.09,27.075,7.887842889,11609.10905,23997.26000000001
1989-10-07,69.79,27.075,7.0104816,11609.10905,24067.05000000001
1989-10-08,54.55,27.075,6.777391041,11609.10905,24121.60000000001
1989-10-09,64.17,26.585,7.058260782,26687.87448,24185.770000000008
1989-10-10,76.32,26.585,6.319930399,26687.87448,24262.090000000007
1989-10-11,50.16,26.585,6.919579531,26687.87448,24312.250000000007
1989-10-12,56.34,26.585,6.749151422,26687.87448,24368.590000000007
1989-10-13,74.93,26.781,6.122515829,23873.37821,24443.520000000008
1989-10-14,72.22,26.781,6.757090414,23873.37821,24515.74000000001
1989-10-15,65.55,26.781,7.984412322,23873.37821,24581.290000000008
1989-10-16,71.54,26.781,7.615136628,23873.37821,24652.83000000001
1989-10-17,51.59,25.805,7.177412522,21485.1532,24704.42000000001
1989-10-18,72.9,25.805,6.074423652,21485.1532,24777.32000000001
1989-10-19,79.2,25.805,6.110813161,21485.1532,24856.52000000001
1989-10-20,73.33,25.805,7.086777371,21485.1532,24929.850000000013
1989-10-21,66.82,26.683,7.555621089,24627.86756,24996.670000000013
1989-10-22,79.77,26.683,7.818564897,24627.86756,25076.440000000013
1989-10-23,69.1,26.683,7.46576629,24627.86756,25145.54000000001
1989-10-24,59.92,26.683,7.00043614,24627.86756,25205.46000000001
1989-10-25,53.36,26.977,7.174512219,20868.33122,25258.82000000001
1989-10-26,56.6,26.977,7.522607923,20868.33122,25315.42000000001
1989-10-27,53.92,26.977,7.846934209,20868.33122,25369.340000000007
1989-10-28,52.06,26.977,6.437183224,20868.33122,25421.40000000001
1989-10-29,65.36,26.781,7.828224556,24405.25053,25486.76000000001
1989-10-30,52.75,26.781,6.45794824,24405.25053,25539.51000000001
1989-10-31,77.16,26.781,7.681413248,24405.25053,25616.67000000001
1989-11-01,56.82,26.781,7.633306885,24405.25053,25673.49000000001
1989-11-02,50.66,26.195,6.359503187,11519.04653,25724.15000000001
1989-11-03,59.97,26.195,6.248248836,11519.04653,25784.12000000001
1989-11-04,70.17,26.195,7.511013835,11519.04653,25854.290000000008
1989-11-05,60.8,26.195,7.555455642,11519.04653,25915.090000000007
1989-11-06,64.89,26.781,7.17758069,11837.12336,25979.980000000007
1989-11-07,65.56,26.781,6.296185909,11837.12336,26045.540000000008
