Date,Usage
1990-08-26,481.85
1990-09-02,403.07
1990-09-09,433.72
1990-09-16,455.65
1990-09-23,465.83000000000004
1990-09-30,399.32
1990-10-07,416.63
1990-10-14,384.41
1990-10-21,441.01
1990-10-28,447.92
1990-11-04,461.79
1990-11-11,481.98
1990-11-18,468.64
1990-11-25,412.4
1990-12-02,466.08000000000004
1990-12-09,457.88
1990-12-16,422.6
1990-12-23,433.31
1990-12-30,456.57
1991-01-06,447.7
1991-01-13,466.05
1991-01-20,430.78
1991-01-27,452.79
1991-02-03,363.98
1991-02-10,469.43
1991-02-17,389.05
1991-02-24,463.07
1991-03-03,426.28000000000003
1991-03-10,413.48
1991-03-17,467.78
1991-03-24,427.77
1991-03-31,467.33000000000004
1991-04-07,404.79999999999995
1991-04-14,442.43
1991-04-21,426.3
1991-04-28,405.5
1991-05-05,461.99
1991-05-12,386.97
1991-05-19,468.26
1991-05-26,427.06
1991-06-02,474.68
1991-06-09,409.76
1991-06-16,464.75
1991-06-23,471.94
1991-06-30,467.65
1991-07-07,446.69
1991-07-14,462.21999999999997
1991-07-21,453.23
1991-07-28,453.78
1991-08-04,483.08
1991-08-11,479.68
1991-08-18,450.47
1991-08-25,453.32
1991-09-01,354.77
1991-09-08,411.43
1991-09-15,442.74
1991-09-22,436.14
1991-09-29,460.95
1991-10-06,448.27
1991-10-13,453.34000000000003
1991-10-20,443.04999999999995
1991-10-27,421.3
1991-11-03,443.52
1991-11-10,465.63
1991-11-17,475.69
1991-11-24,452.98
1991-12-01,432.0
1991-12-08,434.0
1991-12-15,462.81
1991-12-22,459.68
1991-12-29,469.88
1992-01-05,456.18
1992-01-12,470.25
1992-01-19,454.3
1992-01-26,440.83
1992-02-02,433.15999999999997
1992-02-09,454.35
1992-02-16,502.25
1992-02-23,416.8
1992-03-01,402.75
1992-03-08,463.34
1992-03-15,439.9
1992-03-22,391.68
1992-03-29,467.6
1992-04-05,452.73
1992-04-12,438.86
1992-04-19,468.96999999999997
1992-04-26,428.43
1992-05-03,409.54
1992-05-10,450.55
1992-05-17,448.03
1992-05-24,465.03999999999996
1992-05-31,422.76
1992-06-07,442.64
1992-06-14,418.52
1992-06-21,458.21000000000004
1992-06-28,455.59000000000003
1992-07-05,453.15
1992-07-12,482.37
1992-07-19,458.01
1992-07-26,481.59000000000003
1992-08-02,453.97
1992-08-09,477.73
1992-08-16,481.71
1992-08-23,475.93
1992-08-30,459.97
1992-09-06,415.19
1992-09-13,473.88
1992-09-20,411.38
1992-09-27,389.83
1992-10-04,450.19
1992-10-11,433.09
1992-10-18,450.3
1992-10-25,435.95
1992-11-01,463.32
1992-11-08,434.12
1992-11-15,470.4
1992-11-22,443.43
1992-11-29,462.74
1992-12-06,465.24
1992-12-13,442.62
1992-12-20,466.57
1992-12-27,476.46000000000004
1993-01-03,414.87
1993-01-10,449.48
1993-01-17,453.71000000000004
1993-01-24,456.45
1993-01-31,495.1
1993-02-07,492.15
1993-02-14,391.88
1993-02-21,462.02
1993-02-28,462.82
1993-03-07,498.22
1993-03-14,460.67
1993-03-21,442.37
1993-03-28,464.78
1993-04-04,457.76
1993-04-11,464.73
1993-04-18,461.18
1993-04-25,510.86
1993-05-02,445.25
1993-05-09,441.87
1993-05-16,468.19
1993-05-23,477.25
1993-05-30,463.69
1993-06-06,472.5
1993-06-13,435.25
1993-06-20,422.35
1993-06-27,444.43
1993-07-04,456.96000000000004
1993-07-11,453.71999999999997
1993-07-18,379.08
1993-07-25,421.22
1993-08-01,445.59000000000003
1993-08-08,432.5
1993-08-15,489.28
1993-08-22,424.32
1993-08-29,476.73
1993-09-05,421.49
1993-09-12,454.9
1993-09-19,409.33
1993-09-26,445.33000000000004
1993-10-03,435.64
1993-10-10,373.56
1993-10-17,451.74
1993-10-24,479.78
1993-10-31,420.44
1993-11-07,474.56
1993-11-14,457.05
1993-11-21,451.48
1993-11-28,448.0
1993-12-05,431.99
1993-12-12,348.98
1993-12-19,458.17
1993-12-26,433.71000000000004
1994-01-02,433.36
1994-01-09,448.84000000000003
1994-01-16,449.04
1994-01-23,471.21000000000004
1994-01-30,438.13
1994-02-06,472.41999999999996
1994-02-13,438.34000000000003
1994-02-20,429.58000000000004
1994-02-27,459.53
1994-03-06,453.75
1994-03-13,446.11
1994-03-20,440.02
1994-03-27,476.52
1994-04-03,432.51
1994-04-10,474.07
1994-04-17,478.96
1994-04-24,474.13
1994-05-01,466.18
1994-05-08,480.89
1994-05-15,458.5
1994-05-22,473.6
1994-05-29,464.90999999999997
1994-06-05,390.86
1994-06-12,416.51
1994-06-19,431.25
1994-06-26,435.32
1994-07-03,475.36
1994-07-10,451.41
1994-07-17,472.99
1994-07-24,470.3
1994-07-31,457.13
1994-08-07,429.51
1994-08-14,446.39
1994-08-21,465.78999999999996
1994-08-28,462.79999999999995
1994-09-04,375.83
1994-09-11,458.90999999999997
1994-09-18,492.48
1994-09-25,477.97
1994-10-02,470.53999999999996
1994-10-09,449.90999999999997
1994-10-16,479.16
1994-10-23,470.97
1994-10-30,404.9
1994-11-06,473.77
1994-11-13,471.51
1994-11-20,396.71
1994-11-27,392.66
1994-12-04,339.39
1994-12-11,416.62
1994-12-18,428.73
1994-12-25,420.82
1995-01-01,412.0
1995-01-08,423.53
1995-01-15,449.3
1995-01-22,434.85
1995-01-29,443.19
1995-02-05,429.63
1995-02-12,429.82
1995-02-19,438.56
1995-02-26,435.27
1995-03-05,478.72
1995-03-12,390.81
1995-03-19,423.6
1995-03-26,460.69
1995-04-02,469.40999999999997
1995-04-09,406.6
1995-04-16,410.81
1995-04-23,422.53
1995-04-30,482.77
1995-05-07,385.78
1995-05-14,420.27
1995-05-21,453.37
1995-05-28,473.76
1995-06-04,474.1
1995-06-11,473.55
1995-06-18,465.31
1995-06-25,437.08
1995-07-02,435.25
1995-07-09,433.78999999999996
1995-07-16,447.78999999999996
1995-07-23,464.83000000000004
1995-07-30,442.33
1995-08-06,421.15999999999997
1995-08-13,448.63
1995-08-20,459.64
1995-08-27,420.52
1995-09-03,503.92
1995-09-10,481.87
1995-09-17,472.52
1995-09-24,434.28999999999996
1995-10-01,453.2
1995-10-08,464.55
1995-10-15,447.46000000000004
1995-10-22,460.83
1995-10-29,421.0
1995-11-05,439.9
1995-11-12,464.80999999999995
1995-11-19,449.11
1995-11-26,385.6
1995-12-03,438.20000000000005
1995-12-10,457.43
1995-12-17,495.62
1995-12-24,468.87
1995-12-31,376.87
1996-01-07,464.76
1996-01-14,457.18
1996-01-21,452.81
1996-01-28,441.96
1996-02-04,467.98
1996-02-11,440.58
1996-02-18,447.12
1996-02-25,440.66
1996-03-03,493.66
1996-03-10,447.32
1996-03-17,436.73
1996-03-24,465.78999999999996
1996-03-31,433.22
1996-04-07,420.67
1996-04-14,453.19
1996-04-21,466.61
1996-04-28,439.49
1996-05-05,439.24
1996-05-12,411.78999999999996
1996-05-19,469.63
1996-05-26,453.76
1996-06-02,428.84000000000003
1996-06-09,407.75
1996-06-16,421.41
1996-06-23,437.88
1996-06-30,498.08
1996-07-07,438.55
1996-07-14,468.78
1996-07-21,445.56
1996-07-28,466.53
1996-08-04,471.59
1996-08-11,432.13
1996-08-18,430.96
1996-08-25,463.09
1996-09-01,456.14
1996-09-08,453.86
1996-09-15,427.31
1996-09-22,464.32
1996-09-29,486.88
1996-10-06,442.43
1996-10-13,476.94
1996-10-20,467.9
1996-10-27,448.46000000000004
1996-11-03,472.13
1996-11-10,444.11
1996-11-17,449.46000000000004
1996-11-24,474.24
1996-12-01,471.34000000000003
1996-12-08,410.43
1996-12-15,435.61
1996-12-22,415.76
1996-12-29,388.98
1997-01-05,461.93
1997-01-12,505.47
1997-01-19,375.18
1997-01-26,470.46
1997-02-02,423.37
1997-02-09,437.45000000000005
1997-02-16,483.63
1997-02-23,452.28999999999996
1997-03-02,426.36
1997-03-09,457.87
1997-03-16,423.42
1997-03-23,445.84000000000003
1997-03-30,483.09999999999997
1997-04-06,452.77
1997-04-13,466.79
1997-04-20,478.12
1997-04-27,489.19
1997-05-04,416.15
1997-05-11,450.81
1997-05-18,491.0
1997-05-25,456.67
1997-06-01,493.35
1997-06-08,458.27
1997-06-15,467.17
1997-06-22,430.66
1997-06-29,460.74
1997-07-06,469.45
1997-07-13,453.6
1997-07-20,437.26
1997-07-27,477.56
1997-08-03,482.25
1997-08-10,461.90999999999997
1997-08-17,420.53000000000003
1997-08-24,467.98
1997-08-31,434.65
1997-09-07,445.94
1997-09-14,469.15
1997-09-21,360.24
1997-09-28,467.52
1997-10-05,453.15
1997-10-12,503.46
1997-10-19,423.87
1997-10-26,453.34
1997-11-02,456.18
1997-11-09,475.90999999999997
1997-11-16,420.88
1997-11-23,468.75
1997-11-30,445.24
1997-12-07,459.41
1997-12-14,376.47
1997-12-21,442.7
1997-12-28,463.0
1998-01-04,451.65999999999997
1998-01-11,429.94
1998-01-18,436.06
1998-01-25,479.77
1998-02-01,450.58
1998-02-08,454.53
1998-02-15,467.34999999999997
1998-02-22,402.18
1998-03-01,434.49
1998-03-08,500.9
1998-03-15,461.77
1998-03-22,461.59000000000003
1998-03-29,408.23
1998-04-05,459.78
1998-04-12,384.65000000000003
1998-04-19,480.72
1998-04-26,489.51
1998-05-03,473.40999999999997
1998-05-10,430.56
1998-05-17,428.56
1998-05-24,431.85
1998-05-31,435.57
1998-06-07,379.28
1998-06-14,437.38
1998-06-21,451.25
1998-06-28,435.41999999999996
1998-07-05,454.46
1998-07-12,471.85
1998-07-19,448.8
1998-07-26,416.29
1998-08-02,415.01
1998-08-09,474.93
1998-08-16,455.51
1998-08-23,413.22
1998-08-30,474.86
1998-09-06,472.56
1998-09-13,452.49
1998-09-20,456.69
1998-09-27,439.66
1998-10-04,468.95
1998-10-11,469.02
1998-10-18,485.08
1998-10-25,441.53
1998-11-01,407.43
1998-11-08,433.71
1998-11-15,461.3
1998-11-22,362.27
1998-11-29,459.71000000000004
1998-12-06,463.22
1998-12-13,411.71
1998-12-20,443.48
1998-12-27,376.01
1999-01-03,468.14
1999-01-10,514.01
1999-01-17,442.09000000000003
1999-01-24,488.34000000000003
1999-01-31,434.6
1999-02-07,457.6
1999-02-14,424.92
1999-02-21,425.38
1999-02-28,432.09
1999-03-07,415.76
1999-03-14,460.90000000000003
1999-03-21,472.81
1999-03-28,465.82
1999-04-04,458.92
1999-04-11,451.34
1999-04-18,432.17
1999-04-25,444.51
1999-05-02,434.2
1999-05-09,467.32
1999-05-16,437.09000000000003
1999-05-23,454.06
1999-05-30,441.99
1999-06-06,445.84000000000003
1999-06-13,488.22
1999-06-20,490.45000000000005
1999-06-27,478.59000000000003
1999-07-04,478.76
1999-07-11,441.01
1999-07-18,452.25
1999-07-25,394.56
1999-08-01,468.96
1999-08-08,438.6
1999-08-15,449.8
1999-08-22,436.58
1999-08-29,440.66
1999-09-05,456.02
1999-09-12,467.23
1999-09-19,470.55
1999-09-26,434.06
1999-10-03,434.96000000000004
1999-10-10,402.08
1999-10-17,426.48
1999-10-24,382.43
1999-10-31,511.95
1999-11-07,420.16
1999-11-14,475.7
1999-11-21,453.81
1999-11-28,449.72
1999-12-05,478.06
1999-12-12,445.34000000000003
1999-12-19,446.8
1999-12-26,469.69
2000-01-02,500.51
2000-01-09,434.65
2000-01-16,455.03000000000003
2000-01-23,397.46
2000-01-30,449.91999999999996
2000-02-06,361.35
2000-02-13,409.25
2000-02-20,455.39
2000-02-27,457.02
2000-03-05,455.42
2000-03-12,449.38
2000-03-19,432.3
2000-03-26,409.36
2000-04-02,468.82
2000-04-09,478.90999999999997
2000-04-16,433.96000000000004
2000-04-23,481.9
2000-04-30,448.51
2000-05-07,473.44
2000-05-14,468.0
2000-05-21,395.25
2000-05-28,433.9
2000-06-04,445.32
2000-06-11,462.7
2000-06-18,451.91999999999996
2000-06-25,413.19
2000-07-02,432.89
2000-07-09,485.44
2000-07-16,396.58
2000-07-23,444.89
2000-07-30,457.76
2000-08-06,444.86
2000-08-13,423.75
2000-08-20,465.52
2000-08-27,420.24
2000-09-03,404.97999999999996
2000-09-10,447.5
2000-09-17,487.76
2000-09-24,441.5
2000-10-01,467.16
2000-10-08,472.74
2000-10-15,459.72
2000-10-22,457.82
2000-10-29,475.68
2000-11-05,481.84999999999997
2000-11-12,459.02
2000-11-19,344.97
2000-11-26,459.26
2000-12-03,451.14
2000-12-10,428.39
2000-12-17,472.13
2000-12-24,496.74
2000-12-31,429.75
2001-01-07,448.65
2001-01-14,473.11
2001-01-21,361.15999999999997
2001-01-28,463.79
2001-02-04,461.24
2001-02-11,411.65
2001-02-18,372.16
2001-02-25,466.95
2001-03-04,467.81
2001-03-11,483.15
2001-03-18,501.29999999999995
2001-03-25,495.59000000000003
2001-04-01,374.29
2001-04-08,450.6
2001-04-15,432.90999999999997
2001-04-22,416.45
2001-04-29,455.21999999999997
2001-05-06,378.09
2001-05-13,428.62
2001-05-20,469.64
2001-05-27,380.36
2001-06-03,410.87
2001-06-10,463.69
2001-06-17,392.71000000000004
2001-06-24,380.04
2001-07-01,431.14
2001-07-08,459.28
2001-07-15,463.64
2001-07-22,457.7
2001-07-29,482.97
2001-08-05,449.04
2001-08-12,484.35
2001-08-19,455.75
2001-08-26,446.46999999999997
2001-09-02,476.73
2001-09-09,406.1
2001-09-16,432.55
2001-09-23,437.75
2001-09-30,483.12
2001-10-07,410.51
2001-10-14,482.76
2001-10-21,470.13
2001-10-28,449.03
2001-11-04,384.51
2001-11-11,467.39
2001-11-18,432.22999999999996
2001-11-25,416.9
2001-12-02,435.12
2001-12-09,448.65999999999997
2001-12-16,434.84999999999997
2001-12-23,429.39
2001-12-30,444.38
2002-01-06,438.84
2002-01-13,457.83
2002-01-20,467.92
2002-01-27,437.95
2002-02-03,473.48
2002-02-10,443.25
2002-02-17,442.12
2002-02-24,450.1
2002-03-03,441.38
2002-03-10,432.96
2002-03-17,427.82
2002-03-24,466.53000000000003
2002-03-31,460.2
2002-04-07,456.62
2002-04-14,419.40999999999997
2002-04-21,432.01
2002-04-28,391.9
2002-05-05,482.97
2002-05-12,468.96000000000004
2002-05-19,495.22
2002-05-26,478.59
2002-06-02,401.1
2002-06-09,455.46
2002-06-16,470.18
2002-06-23,471.09
2002-06-30,477.55
2002-07-07,455.15
2002-07-14,449.21999999999997
2002-07-21,464.35
2002-07-28,447.65999999999997
2002-08-04,464.62
2002-08-11,459.32
2002-08-18,464.42
2002-08-25,431.61
2002-09-01,411.7
2002-09-08,495.84
2002-09-15,427.87
2002-09-22,464.47
2002-09-29,424.22
2002-10-06,456.5
2002-10-13,459.87
2002-10-20,434.97
2002-10-27,505.82
2002-11-03,392.11
2002-11-10,452.38
2002-11-17,494.96
2002-11-24,427.20000000000005
2002-12-01,449.44
2002-12-08,393.29
2002-12-15,504.04999999999995
2002-12-22,436.94
2002-12-29,412.63
2003-01-05,449.18
2003-01-12,436.35
2003-01-19,454.9
2003-01-26,474.03999999999996
2003-02-02,431.38
2003-02-09,402.40999999999997
2003-02-16,472.71000000000004
2003-02-23,432.89
2003-03-02,453.84000000000003
2003-03-09,454.13
2003-03-16,467.58000000000004
2003-03-23,430.63
2003-03-30,490.29999999999995
2003-04-06,447.18
2003-04-13,463.93
2003-04-20,486.15
2003-04-27,421.74
2003-05-04,446.08
2003-05-11,441.84000000000003
2003-05-18,461.39
2003-05-25,421.88
2003-06-01,471.13
2003-06-08,450.3
2003-06-15,444.73
2003-06-22,437.58
2003-06-29,458.24
2003-07-06,456.42
2003-07-13,423.07
2003-07-20,364.68
2003-07-27,497.62
2003-08-03,423.45
2003-08-10,453.96
2003-08-17,470.26
2003-08-24,481.78000000000003
2003-08-31,506.37
2003-09-07,476.09000000000003
2003-09-14,462.91999999999996
2003-09-21,427.2
2003-09-28,463.78
2003-10-05,396.19
2003-10-12,446.39
2003-10-19,446.33
2003-10-26,489.86
2003-11-02,440.78999999999996
2003-11-09,441.83
2003-11-16,469.33000000000004
2003-11-23,399.53
2003-11-30,453.65999999999997
2003-12-07,447.5
2003-12-14,435.94
2003-12-21,479.69
2003-12-28,437.6
2004-01-04,461.76
2004-01-11,461.26
2004-01-18,421.3
2004-01-25,433.75
2004-02-01,461.93
2004-02-08,437.13
2004-02-15,439.52
2004-02-22,472.02
2004-02-29,387.03
2004-03-07,492.21000000000004
2004-03-14,392.68
2004-03-21,484.2
2004-03-28,418.94
2004-04-04,346.65
2004-04-11,472.58
2004-04-18,411.0
2004-04-25,485.71000000000004
2004-05-02,417.02
2004-05-09,464.3
2004-05-16,471.68
2004-05-23,461.23
2004-05-30,435.31
2004-06-06,462.21
2004-06-13,485.69000000000005
2004-06-20,454.84000000000003
2004-06-27,434.88
2004-07-04,467.79
2004-07-11,424.85
2004-07-18,449.18
2004-07-25,460.32
2004-08-01,474.94
2004-08-08,413.96000000000004
2004-08-15,421.78
2004-08-22,450.27
2004-08-29,464.14
2004-09-05,449.69
2004-09-12,458.33
2004-09-19,473.54999999999995
2004-09-26,449.40999999999997
2004-10-03,415.98
2004-10-10,469.78
2004-10-17,487.93
2004-10-24,467.15999999999997
2004-10-31,460.57
2004-11-07,465.61
2004-11-14,420.99
2004-11-21,427.48
2004-11-28,427.07
2004-12-05,461.09
2004-12-12,411.37
2004-12-19,449.32000000000005
2004-12-26,466.35
2005-01-02,402.6
2005-01-09,458.59000000000003
2005-01-16,428.92
2005-01-23,458.5
2005-01-30,415.26
2005-02-06,478.9
2005-02-13,394.6
2005-02-20,389.82
2005-02-27,463.6
2005-03-06,526.81
2005-03-13,449.87
2005-03-20,416.84000000000003
2005-03-27,447.57
2005-04-03,418.44
2005-04-10,461.5
2005-04-17,446.90999999999997
2005-04-24,432.77
2005-05-01,458.34000000000003
2005-05-08,498.84
2005-05-15,445.94
2005-05-22,425.53999999999996
2005-05-29,448.21000000000004
2005-06-05,437.72
2005-06-12,454.32
2005-06-19,422.51
2005-06-26,370.52
2005-07-03,448.81
2005-07-10,457.17
2005-07-17,385.9
2005-07-24,455.84000000000003
2005-07-31,448.82
2005-08-07,430.61
2005-08-14,459.73
2005-08-21,485.15999999999997
2005-08-28,454.95
2005-09-04,440.11
2005-09-11,463.89
2005-09-18,435.1
2005-09-25,475.55
2005-10-02,454.36
2005-10-09,503.57
2005-10-16,503.16999999999996
2005-10-23,452.95000000000005
2005-10-30,428.61
2005-11-06,423.19
2005-11-13,453.0
2005-11-20,423.54
2005-11-27,448.79
2005-12-04,476.63
2005-12-11,445.54
2005-12-18,444.98
2005-12-25,449.61
2006-01-01,439.29999999999995
2006-01-08,422.24
2006-01-15,400.4
2006-01-22,465.7
2006-01-29,450.13
2006-02-05,396.5
2006-02-12,440.28999999999996
2006-02-19,445.55
2006-02-26,461.45
2006-03-05,454.56
2006-03-12,368.67
2006-03-19,474.49
2006-03-26,479.1
2006-04-02,443.3
2006-04-09,474.54
2006-04-16,463.63
2006-04-23,426.68
2006-04-30,453.41999999999996
2006-05-07,458.76
2006-05-14,457.73
2006-05-21,377.31
2006-05-28,479.62
2006-06-04,443.56
2006-06-11,463.65999999999997
2006-06-18,391.26
2006-06-25,466.82
2006-07-02,472.46999999999997
2006-07-09,446.69
2006-07-16,399.76
2006-07-23,452.89
2006-07-30,438.53
2006-08-06,445.44
2006-08-13,476.64
2006-08-20,423.09000000000003
2006-08-27,471.09000000000003
2006-09-03,438.94000000000005
2006-09-10,461.12
2006-09-17,462.33
2006-09-24,453.07
2006-10-01,445.39
2006-10-08,431.96000000000004
2006-10-15,474.85
2006-10-22,406.32
2006-10-29,423.40999999999997
2006-11-05,423.36
2006-11-12,474.34999999999997
2006-11-19,439.12
2006-11-26,436.79
2006-12-03,363.27
2006-12-10,425.51
2006-12-17,462.38
2006-12-24,475.11
2006-12-31,428.40000000000003
2007-01-07,457.35
2007-01-14,408.01
2007-01-21,491.88
2007-01-28,472.48
2007-02-04,479.5
2007-02-11,421.22
2007-02-18,460.5
2007-02-25,432.53000000000003
2007-03-04,468.03999999999996
2007-03-11,414.61
2007-03-18,427.54
2007-03-25,397.84
2007-04-01,400.37
2007-04-08,444.44
2007-04-15,398.68
2007-04-22,485.69
2007-04-29,377.53000000000003
2007-05-06,442.97
2007-05-13,480.12
2007-05-20,442.11
2007-05-27,434.40999999999997
2007-06-03,453.73
2007-06-10,466.45
2007-06-17,471.49
2007-06-24,484.74
2007-07-01,471.1
2007-07-08,488.51
2007-07-15,451.61
2007-07-22,464.40999999999997
2007-07-29,458.09
2007-08-05,464.05
2007-08-12,454.59000000000003
2007-08-19,380.77
2007-08-26,382.98
2007-09-02,430.33
2007-09-09,437.51
2007-09-16,485.66999999999996
2007-09-23,424.35
2007-09-30,471.01
2007-10-07,413.78
2007-10-14,406.7
2007-10-21,434.49
2007-10-28,427.05
2007-11-04,408.16999999999996
2007-11-11,425.07
2007-11-18,430.88
2007-11-25,488.19
2007-12-02,467.59000000000003
2007-12-09,427.90999999999997
2007-12-16,454.07
2007-12-23,476.31
2007-12-30,453.2
2008-01-06,428.28999999999996
2008-01-13,438.95
2008-01-20,486.48
2008-01-27,462.17999999999995
2008-02-03,422.59
2008-02-10,384.7
2008-02-17,457.02
2008-02-24,455.13
2008-03-02,457.03000000000003
2008-03-09,427.93
2008-03-16,445.01
2008-03-23,464.59999999999997
2008-03-30,422.63
2008-04-06,447.81
2008-04-13,472.65999999999997
2008-04-20,439.90999999999997
2008-04-27,447.21
2008-05-04,436.23
2008-05-11,455.46000000000004
2008-05-18,497.93
2008-05-25,490.0
2008-06-01,460.92
2008-06-08,425.31
2008-06-15,492.34000000000003
2008-06-22,427.62
2008-06-29,456.86
2008-07-06,472.58
2008-07-13,390.35
2008-07-20,468.94
2008-07-27,455.45
2008-08-03,406.08
2008-08-10,430.28
2008-08-17,447.97
2008-08-24,457.85
2008-08-31,465.70000000000005
2008-09-07,451.38
2008-09-14,489.06
2008-09-21,436.17
2008-09-28,410.55
2008-10-05,433.56
2008-10-12,460.95
2008-10-19,442.33000000000004
2008-10-26,460.45
2008-11-02,419.11
2008-11-09,444.49
2008-11-16,482.59000000000003
2008-11-23,425.14
2008-11-30,445.49
2008-12-07,450.45
2008-12-14,430.56
2008-12-21,484.09000000000003
2008-12-28,433.54
2009-01-04,444.78999999999996
2009-01-11,442.66999999999996
2009-01-18,491.35
2009-01-25,473.98
2009-02-01,458.34
2009-02-08,452.29
2009-02-15,514.44
2009-02-22,407.98
2009-03-01,470.23
2009-03-08,485.7
2009-03-15,442.5
2009-03-22,492.91999999999996
2009-03-29,447.73
2009-04-05,424.79
2009-04-12,457.78
2009-04-19,437.62
2009-04-26,479.91
2009-05-03,418.37
2009-05-10,446.99
2009-05-17,475.34
2009-05-24,465.43
2009-05-31,488.16
2009-06-07,440.47
2009-06-14,422.95
2009-06-21,458.65999999999997
2009-06-28,437.76
2009-07-05,433.36
2009-07-12,440.71999999999997
2009-07-19,457.39
2009-07-26,409.59
2009-08-02,399.27
2009-08-09,449.33
2009-08-16,405.62
2009-08-23,444.08
2009-08-30,473.24
2009-09-06,471.24
2009-09-13,462.08
2009-09-20,468.58000000000004
2009-09-27,476.88
2009-10-04,430.8
2009-10-11,478.74
2009-10-18,453.33
2009-10-25,389.43
2009-11-01,462.85
2009-11-08,446.59000000000003
2009-11-15,460.84
2009-11-22,480.25
2009-11-29,442.33
2009-12-06,435.14
2009-12-13,409.56
2009-12-20,481.74
2009-12-27,429.38
2010-01-03,447.38
2010-01-10,469.78999999999996
2010-01-17,498.65
2010-01-24,441.89
2010-01-31,464.54
2010-02-07,423.38
2010-02-14,468.65
2010-02-21,480.28
2010-02-28,375.3
2010-03-07,477.86
2010-03-14,458.11
2010-03-21,476.73
2010-03-28,492.7
2010-04-04,479.36
2010-04-11,449.52
2010-04-18,446.40999999999997
2010-04-25,459.39
2010-05-02,447.37
2010-05-09,478.62
2010-05-16,457.18
2010-05-23,421.2
2010-05-30,498.38
2010-06-06,387.82
2010-06-13,423.45
2010-06-20,499.76
2010-06-27,395.32
2010-07-04,436.09000000000003
2010-07-11,400.11
2010-07-18,453.68
2010-07-25,450.11
2010-08-01,446.2
2010-08-08,448.5
2010-08-15,457.32
2010-08-22,445.26
2010-08-29,470.39
2010-09-05,478.55
2010-09-12,440.01
2010-09-19,425.46000000000004
2010-09-26,448.74
2010-10-03,430.73
2010-10-10,438.48
2010-10-17,367.65999999999997
2010-10-24,445.44
2010-10-31,452.59
2010-11-07,468.83
2010-11-14,472.32
2010-11-21,459.7
2010-11-28,419.15999999999997
2010-12-05,417.37
2010-12-12,457.42999999999995
2010-12-19,460.78
2010-12-26,471.83
2011-01-02,462.79
2011-01-09,384.63
2011-01-16,422.63
2011-01-23,464.61
2011-01-30,450.36
2011-02-06,474.72
2011-02-13,455.86
2011-02-20,491.27000000000004
2011-02-27,443.40999999999997
2011-03-06,467.14
2011-03-13,441.63
2011-03-20,395.87
2011-03-27,472.28
2011-04-03,454.35
2011-04-10,448.0
2011-04-17,454.15999999999997
2011-04-24,500.28
2011-05-01,444.21
2011-05-08,505.5
2011-05-15,443.41999999999996
2011-05-22,489.44
2011-05-29,448.44
2011-06-05,486.15999999999997
2011-06-12,462.24
2011-06-19,472.17
2011-06-26,471.47
2011-07-03,474.75
2011-07-10,418.37
2011-07-17,402.61
2011-07-24,469.65
2011-07-31,459.69
2011-08-07,475.17
2011-08-14,495.44
2011-08-21,459.99
2011-08-28,448.37
2011-09-04,495.83
2011-09-11,495.24
2011-09-18,469.78
2011-09-25,453.02
2011-10-02,442.59
