Date,Usage,Temp,ph,TDS
3/19/2020,4717,26.585,6.652488091,19871.78845
3/25/2020,316,26.683,9.147197055,11920.61084
4/25/2020,316,25.902,10.56074464,21783.65103
1/26/2020,864,26.195,7.484254838,30616.61515
2/24/2020,617,26.292,8.520806573,28779.65001
3/23/2020,602,26.683,4.999413811,24323.8659
4/23/2020,696,26.585,3.716080075,16963.62501
1/28/2020,286,26.585,3.716080075,20557.24043
2/26/2020,211,26.585,3.906078355,32144.79993
3/23/2020,214,26.683,6.391353624,20965.47831
4/23/2020,241,26.683,3.716080075,35729.69271
1/26/2020,20,26.781,8.692092013,24656.23968
2/24/2020,19,26.781,8.085759801,32653.91036
3/23/2020,18,26.879,6.203977702,21815.07415
4/23/2020,19,26.879,5.058108869,34873.93452
1/26/2020,22,26.879,3.716080075,27420.16742
2/24/2020,23,26.39,3.716080075,12830.48413
3/23/2020,21,26.488,7.261550522,24964.7777
4/23/2020,22,26.097,7.160467231,6743.346066
1/26/2020,36,25.805,5.704764776,33223.58153
2/24/2020,23,26.292,6.217273135,19460.38282
3/23/2020,20,27.075,8.67993497,22984.05095
4/23/2020,19,27.075,3.716080075,14859.46642
1/26/2020,50,26.977,6.897322141,25650.77764
2/24/2020,35,26.781,3.514545529,23029.66361
3/23/2020,31,27.173,3.722500486,37962.16799
4/23/2020,29,25.902,6.455004797,24468.04839
1/26/2020,188,27.075,7.316804754,31903.39981
2/24/2020,72,26.781,1.844538366,28689.59578
3/23/2020,26,26.195,5.519125656,12531.60192
4/23/2020,22,26,7.408985467,9566.12227
1/27/2020,96,25.902,5.976769618,27267.98186
2/24/2020,89,26.292,6.395359132,23827.27502
3/23/2020,13,26.879,6.20964226,13116.70771
4/23/2020,12,27.173,6.762832522,27159.38435
1/26/2020,22,26.683,9.918717064,21470.27831
2/24/2020,20,26.879,10.15544017,12652.36298
3/23/2020,20,27.075,8.721726711,28608.05208
4/23/2020,15,26.879,3.716080075,17153.30616
1/26/2020,25,27.075,3.716080075,29721.91163
2/24/2020,26,27.075,6.099646705,20416.841
3/23/2020,30,26.977,9.02678772,27965.07215
4/23/2020,35,27.075,6.953371603,11609.10905
1/26/2020,26,26.585,6.140877557,26687.87448
2/24/2020,22,26.781,7.077874007,23873.37821
3/23/2020,22,25.805,5.488314309,21485.1532
4/23/2020,28,26.683,7.205559175,24627.86756
1/26/2020,118,26.977,9.177869866,20868.33122
2/24/2020,142,26.781,4.270716195,24405.25053
3/23/2020,125,26.195,7.348844512,11519.04653
4/23/2020,151,26.781,8.52616987,11837.12336
1/26/2020,12,26.781,3.716080075,36152.8209
2/24/2020,8,26.195,2.612035915,34798.25259
3/23/2020,12,26.879,8.490571562,22989.79639
4/23/2020,17,25.61,3.716080075,22539.71161
1/26/2020,37,25.513,8.858401531,9624.300462
2/24/2020,33,25.61,6.098156521,27776.90105
3/23/2020,33,25.61,8.419970682,13237.9896
4/23/2020,32,25.416,9.286155021,12311.26837
1/26/2020,13,26.195,7.875895135,12710.24945
2/24/2020,13,24.738,7.725332908,36477.73811
3/23/2020,12,25.902,3.388090611,20230.12558
4/23/2020,14,25.708,6.745306715,21871.8387
1/26/2020,62,26.195,3.716080075,28062.64189
2/24/2020,52,25.61,7.183825723,14100.96899
3/23/2020,49,25.416,10.1119767,15331.30269
4/23/2020,56,26.195,7.397413299,8855.114121
1/26/2020,46,26.195,7.812804388,42550.84182
2/24/2020,56,25.61,6.877456933,27433.58729
3/23/2020,59,25.902,3.716080075,16367.45837
4/23/2020,83,25.513,3.716080075,27418.78104
1/26/2020,20,25.319,7.521051679,26865.37374
2/24/2020,15,25.416,8.550875469,28918.41995
3/23/2020,16,25.319,10.30847766,27653.23518
4/23/2020,19,25.222,3.716080075,29368.67418
1/26/2020,36,25.125,7.371085073,24913.83717
2/24/2020,33,25.125,11.18069466,16600.39275
3/23/2020,28,25.125,6.506487767,17087.0769
4/23/2020,42,25.028,6.643935775,10909.19459
1/26/2020,41,25.125,5.03377399,34971.80748
2/24/2020,30,24.738,6.912607562,17973.17886
3/23/2020,26,24.641,7.977635991,32170.06916
4/23/2020,30,24.545,6.078335837,35957.79218
1/25/2020,1,24.448,6.242414484,28149.41179
2/23/2020,1,24.351,6.06335479,14775.1456
3/25/2020,1,24.448,8.129585514,27834.2177
4/25/2020,1,24.351,9.562405944,13041.82914
1/26/2020,3,24.255,8.167792632,27141.3629
2/24/2020,2,24.351,8.594416135,15791.67535
3/23/2020,0,24.448,3.716080075,20944.62081
4/23/2020,2,24.351,6.825467901,46140.12685
1/26/2020,9,24.351,7.861177701,25145.02412
2/24/2020,8,24.738,4.96577356,21802.7449
3/23/2020,7,24.545,6.207432968,13442.60347
4/23/2020,8,24.545,3.716080075,20067.10533
1/26/2020,0,24.738,9.769251006,8471.677381
2/24/2020,0,24.738,9.63066548,23641.70257
3/23/2020,0,24.835,5.187471605,20060.07873
4/23/2020,0,24.835,7.633570088,16312.15497
1/26/2020,0,24.835,5.77119905,24909.44401
2/24/2020,0,24.931,6.579969329,17657.08418
3/23/2020,0,24.931,4.801154368,13556.7344
4/23/2020,0,24.835,7.948815718,19129.45837
1/25/2020,4,24.835,6.906992172,19991.23915
2/23/2020,4,24.641,3.716080075,22452.09081
3/25/2020,4,24.641,3.716080075,12224.31051
4/25/2020,4,24.641,8.461330874,34406.77645
2/9/2020,3,24.641,7.726134808,21667.86874
3/11/2020,3,24.545,3.716080075,19549.49934
4/9/2020,3,24.448,8.927078148,22821.25438
1/26/2020,4,24.351,6.20801554,17358.79637
2/24/2020,3,24.351,6.128425635,9615.83271
3/23/2020,3,24.255,3.716080075,11981.74019
4/23/2020,3,24.351,7.308048848,14600.53952
2/9/2020,1,24.351,3.716080075,39906.19027
3/11/2020,1,24.351,8.640886409,26473.71324
4/9/2020,1,24.448,3.716080075,20406.92767
1/26/2020,7,24.448,8.153210075,10280.9295
2/24/2020,5,24.448,8.29372011,35216.38597
3/23/2020,5,24.448,3.716080075,21136.28676
4/23/2020,4,24.448,3.716080075,26009.07526
1/26/2020,35,24.641,9.489972878,15513.74038
2/24/2020,27,24.545,7.830976343,7695.063935
3/23/2020,26,24.641,4.430281212,28862.25717
4/23/2020,32,25.028,7.240739639,23783.09956
2/9/2020,1,25.125,3.716080075,19517.7248
3/11/2020,1,25.125,6.867301322,24112.15347
4/9/2020,1,25.125,6.129637015,30989.94841
1/26/2020,8,25.028,7.917049443,27192.28056
2/24/2020,6,25.028,6.511618075,29136.81462
3/23/2020,6,25.028,5.323815584,37625.75268
4/23/2020,6,25.028,6.769572869,11067.18115
1/26/2020,1,25.028,5.87797404,13652.2932
2/24/2020,1,25.028,9.534021716,9472.61492
3/23/2020,1,25.125,6.340027628,45222.50667
4/23/2020,1,25.125,8.66159243,27088.47646
1/26/2020,2,25.125,5.653506135,16462.46009
2/24/2020,1,25.125,6.626012184,25839.8941
3/23/2020,0,25.222,7.793833573,18344.68036
4/23/2020,2,25.222,7.59312765,18371.0572
1/26/2020,0,25.222,7.362736502,16268.44861
2/24/2020,0,25.222,9.320305445,16002.13832
3/23/2020,0,25.222,3.719791644,23590.93213
4/23/2020,0,25.125,6.655605026,20571.84571
1/26/2020,4,25.125,9.868877881,15326.85591
2/24/2020,4,25.125,5.590614436,35370.73552
3/23/2020,3,25.222,5.554436511,31344.46039
4/23/2020,2,25.222,4.126528715,11215.9459
1/26/2020,11,25.222,5.970035657,16324.1152
2/24/2020,5,25.222,3.716080075,16162.26231
3/23/2020,7,25.125,8.369154354,12975.90033
4/23/2020,7,25.222,6.284248242,12206.68121
1/26/2020,0,25.125,11.26782838,6040.369868
2/24/2020,0,25.125,9.298018008,13990.5134
3/23/2020,0,25.222,7.895469246,7769.616119
4/23/2020,0,25.125,7.947485786,34440.77343
1/19/2022,204,25.125,10.02615916,14962.17783
1/26/2020,0,25.125,6.48819324,34864.42789
2/24/2020,0,25.125,5.869736755,22244.21824
3/23/2020,0,25.125,3.716080075,21410.31962
4/23/2020,0,25.125,5.30414266,25299.51156
1/26/2020,71,25.125,7.533614823,11642.72754
2/24/2020,64,25.125,4.077607725,18194.95414
3/23/2020,56,25.028,3.716080075,37928.14218
4/23/2020,58,25.028,7.086168401,4304.492483
1/26/2020,33,25.028,6.271012171,24846.14187
2/24/2020,33,25.028,7.957768344,17162.39842
3/23/2020,24,24.931,8.875642278,28487.7086
4/23/2020,166,25.028,3.716080075,18257.56927
1/26/2020,6,24.931,6.613709118,25648.5695
2/24/2020,5,25.222,7.735705022,16723.97724
3/23/2020,5,25.222,9.925041328,10704.60318
4/23/2020,4,25.125,9.00258311,19523.12486
1/26/2020,5,25.125,5.095766465,26307.29845
2/24/2020,6,25.125,8.594677108,23220.12061
3/23/2020,5,25.222,7.083779061,8580.245561
4/23/2020,5,25.319,7.682872498,12105.72193
1/26/2020,16,25.319,3.716080075,18272.50597
2/24/2020,15,25.416,6.419772474,30759.68144
3/23/2020,14,25.416,4.443238899,25008.53225
4/23/2020,16,25.416,6.978664262,23114.44608
2/16/2022,204,25.416,6.623613566,17167.3013
1/26/2020,21,25.416,3.664710562,28102.75663
2/24/2020,13,25.416,4.814135621,17650.40505
3/23/2020,15,25.319,5.779673705,24160.35432
4/23/2020,14,25.319,6.937818783,12626.19792
1/26/2020,3,25.319,7.436782609,28544.61629
2/24/2020,4,25.222,4.723312573,22833.19204
3/23/2020,5,25.125,9.380658051,15156.78983
4/23/2020,7,25.125,7.810144933,20418.88993
1/26/2020,24,25.125,9.436637164,20724.93036
2/24/2020,21,25.125,9.406325753,27948.58945
3/23/2020,21,25.125,6.321259315,8532.139517
4/23/2020,22,25.125,3.716080075,17984.32744
1/25/2020,1,25.125,4.705356496,19555.76505
2/23/2020,1,25.125,8.896418988,8870.902966
3/25/2020,1,25.125,6.581878202,37169.4444
4/25/2020,1,25.028,6.755145902,18536.69865
2/9/2020,1,25.125,9.445129838,13168.52916
3/11/2020,1,25.028,9.024845037,19859.67648
4/9/2020,1,25.028,3.716080075,23403.6373
1/26/2020,14,25.028,6.80011909,39143.40333
2/24/2020,14,25.028,7.174135163,20401.10246
3/23/2020,15,25.028,7.657991237,14245.78912
4/23/2020,12,25.028,8.322986672,28049.64628
1/26/2020,7,25.028,5.934279093,23249.65383
2/24/2020,4,25.125,9.802720782,27357.45674
3/23/2020,6,25.222,6.101955231,15976.92623
4/23/2020,7,25.222,4.997770601,26849.19474
1/26/2020,7,25.125,4.815766791,16392.13507
2/24/2020,7,25.028,6.548020558,25508.38695
3/23/2020,7,25.222,13.17540172,19237.94968
4/23/2020,10,25.125,6.618010906,19598.86074
1/26/2020,0,25.125,7.788054733,29879.06015
2/24/2020,0,25.125,5.191834327,14866.10386
3/23/2020,0,25.125,5.626339528,14442.41888
4/23/2020,0,25.125,6.869638941,21728.8213
1/26/2020,11,25.125,9.058628424,15737.46894
2/24/2020,7,25.222,7.291888325,27784.04848
3/23/2020,9,25.222,7.275908774,22644.76635
4/23/2020,6,25.222,6.512737124,22475.04687
1/26/2020,8,25.222,7.207886781,35804.29261
2/24/2020,7,25.222,3.716080075,16146.15711
3/23/2020,7,25.222,5.324941856,35344.65805
4/23/2020,5,25.222,7.082300649,29846.71906
1/26/2020,4,25.319,5.33418358,28897.49153
2/24/2020,5,25.319,10.7618978,25999.95367
3/23/2020,4,25.319,6.286806948,13777.37619
4/23/2020,6,25.416,9.794558699,20682.73174
1/26/2020,7,25.416,8.210443565,13933.08536
2/24/2020,6,25.513,6.941719438,20111.82126
3/23/2020,5,25.513,10.35611883,48621.56395
4/23/2020,7,25.61,7.958984292,23625.81389
1/25/2020,1,25.61,3.882631081,7751.809491
2/23/2020,1,25.61,5.671773833,15949.15318
3/25/2020,1,25.513,10.00330054,46113.95749
4/25/2020,1,25.61,6.552847474,34006.42073
1/25/2020,1,25.61,7.628552723,26244.03691
2/23/2020,1,25.513,4.79084054,17862.369
3/25/2020,1,25.513,7.710959939,6552.626314
4/25/2020,1,25.416,8.291299006,20008.13496
1/26/2020,5,25.416,6.193170101,12883.7265
2/24/2020,4,25.416,9.032660579,15618.17025
3/23/2020,4,25.416,6.139493741,8081.466471
4/23/2020,4,25.319,7.12942473,25840.57889
1/26/2020,12,25.125,3.716080075,21948.32536
2/24/2020,8,25.222,5.418503763,35902.71568
3/23/2020,4,25.222,8.075494508,29483.60185
4/23/2020,8,25.222,3.716080075,22511.69262
1/26/2020,1,25.222,10.04967372,11557.03204
2/24/2020,0,25.222,5.667650647,16953.89874
3/23/2020,1,25.222,3.716080075,27776.18026
4/23/2020,1,25.61,8.923980608,27919.77067
1/25/2020,12,25.708,6.428866313,15596.47333
2/23/2020,12,25.708,6.960603502,11348.676
3/25/2020,12,25.708,5.873675846,19216.68309
4/25/2020,12,25.708,6.79546901,15300.83867
1/26/2020,16,25.708,10.04102797,16266.43445
2/24/2020,12,25.708,3.716080075,44506.44156
3/23/2020,11,25.61,7.296037734,36043.70664
4/23/2020,15,25.708,3.716080075,29299.12335
1/26/2020,3,25.708,5.862641233,44069.27216
2/24/2020,2,25.513,7.292141805,33991.65157
3/23/2020,2,25.61,8.062805643,11567.88784
4/23/2020,3,25.708,7.82197094,23318.18798
1/26/2020,6,25.61,11.301794,39227.61946
2/24/2020,7,25.513,6.593764313,25589.61059
3/23/2020,5,25.222,9.161088613,26618.05964
4/23/2020,7,25.416,3.716080075,14507.01781
1/26/2020,0,25.61,4.642953052,16115.92986
2/24/2020,0,25.61,7.798453676,32704.56929
3/23/2020,0,25.513,5.564342491,11245.73577
4/23/2020,0,25.61,7.886591227,38852.02964
1/26/2020,7,25.513,7.443189014,13551.95334
2/24/2020,4,25.513,3.657123133,23736.81626
3/23/2020,4,25.513,9.597191857,21153.32283
4/23/2020,6,25.513,6.964225943,29957.19122
1/26/2020,3,25.513,7.672909523,22989.35118
2/24/2020,3,25.61,6.737004072,24694.74421
3/23/2020,2,25.708,3.716080075,18570.28534
4/23/2020,2,25.708,5.382489039,18189.39498
1/26/2020,6,25.61,7.022952113,15978.35525
2/24/2020,6,25.513,3.716080075,27355.93431
3/23/2020,6,25.708,10.02622381,25510.0973
4/23/2020,5,25.708,5.583832998,35278.68174
1/26/2020,22,25.708,7.952929116,18621.42492
2/24/2020,18,25.708,5.500186641,21082.85204
3/23/2020,16,25.708,7.543700466,19116.01208
4/23/2020,16,25.708,6.848331559,12837.50606
2/4/2020,1,25.61,3.716080075,30280.78859
2/24/2020,0,25.61,5.910251729,15244.84639
3/23/2020,0,25.61,8.716820334,11734.44886
4/23/2020,0,25.61,6.016889136,16656.06267
1/26/2020,9,25.61,9.567822726,38787.46271
2/24/2020,7,25.61,4.296247024,19672.48721
3/23/2020,7,25.61,3.551579177,38969.38899
4/23/2020,10,25.708,8.529669348,18203.73003
1/26/2020,2,25.902,8.065339036,21366.2836
2/24/2020,2,25.902,9.158445163,15797.0304
3/23/2020,2,26,8.848586283,32033.33202
4/23/2020,3,26.097,9.495456382,18088.35485
1/25/2020,2,26,8.052893916,9025.07936
2/23/2020,2,26,2.798549099,26931.24348
3/25/2020,2,25.902,6.425873866,11965.39651
4/25/2020,2,25.902,7.757269666,25259.78055
1/26/2020,0,26.097,7.748654706,29331.23663
2/24/2020,0,26.292,5.117390303,30914.11158
3/23/2020,0,26.195,7.481535362,12088.41645
4/23/2020,0,25.902,5.374222585,19410.23376
1/26/2020,3,26,7.063646976,17941.81126
2/24/2020,44,25.902,6.876451043,21979.03167
3/23/2020,5,25.902,4.812433652,11465.57564
4/23/2020,33,26.39,4.993530734,13900.77927
1/26/2020,7,26.39,4.788861062,28174.62052
2/24/2020,8,26.39,4.037287739,52318.9173
3/23/2020,9,26.488,6.505872509,29534.69029
4/23/2020,12,25.902,6.779773967,24415.07056
1/26/2020,9,25.805,6.952511674,33737.28852
2/24/2020,8,26.292,5.628406919,28334.49194
3/23/2020,6,26.488,5.966000489,17350.05853
4/23/2020,7,26.488,6.319431545,36278.71831
1/29/2020,90,26.39,8.02724787,7714.746969
2/27/2020,116,26.292,8.882684452,4857.253807
3/23/2020,106,25.416,5.991283475,29983.11601
4/23/2020,97,25.416,10.27244427,18894.85239
1/26/2020,10,25.416,3.716080075,21626.49759
2/24/2020,8,25.416,6.105140135,45249.44903
3/23/2020,9,25.416,9.443358884,20438.22469
4/23/2020,15,25.513,6.887414371,29189.13672
1/26/2020,17,25.513,6.512900833,25151.41157
2/24/2020,12,25.513,5.772718095,26124.93141
3/23/2020,12,25.513,4.912557262,44063.09842
4/23/2020,17,25.513,9.739561949,13623.16006
1/26/2020,13,25.513,5.541979019,20143.06526
2/24/2020,11,25.416,3.716080075,42268.3343
3/23/2020,20,25.416,3.716080075,16263.16747
4/23/2020,11,25.416,6.448931033,13979.16572
1/26/2020,0,25.416,5.477912295,27361.65907
2/24/2020,0,25.416,8.544708662,31429.37903
3/23/2020,0,25.416,7.378597016,9460.322635
4/23/2020,0,25.319,6.66400305,15902.94528
1/26/2020,0,25.319,6.775582812,17968.88278
2/24/2020,1,25.319,8.736371211,24283.65879
3/23/2020,4,25.319,7.146976296,16911.20377
4/23/2020,8,25.319,3.716080075,9654.733681
2/9/2020,1,25.319,5.040331692,25653.69023
3/11/2020,1,25.416,3.716080075,21707.49226
4/9/2020,1,25.513,7.745499128,14336.62752
1/26/2020,26,25.513,6.259651603,37356.7464
2/24/2020,24,25.513,8.59639118,14518.9745
3/23/2020,17,25.513,5.767349597,15417.93283
4/23/2020,16,25.513,7.088940642,13839.71343
1/26/2020,13,25.416,8.029181613,19663.46943
2/24/2020,15,25.416,3.716080075,46931.88429
3/23/2020,18,25.416,4.725785565,20834.29428
4/23/2020,9,25.416,8.19576536,10389.54254
1/26/2020,0,25.416,6.443753668,25740.41259
2/24/2020,0,25.416,7.039094321,28827.36019
3/23/2020,0,25.61,3.716080075,27345.17429
4/23/2020,0,25.61,3.716080075,14971.94903
1/26/2020,24,25.61,6.945224092,36438.31088
2/24/2020,21,25.61,5.742110407,26831.61041
3/23/2020,20,25.416,5.59662785,17925.35212
4/23/2020,20,25.513,7.350378987,26736.08557
1/26/2020,31,25.61,6.262798867,31414.52581
2/24/2020,26,25.319,9.927023723,19666.99279
3/23/2020,26,25.416,5.381407519,15371.99994
4/23/2020,33,25.416,4.961352728,22229.23009
1/26/2020,2,25.222,6.457097525,18340.04681
2/24/2020,2,25.222,6.53936951,21230.43141
3/23/2020,2,25.319,6.252410005,23920.25478
4/23/2020,4,25.222,7.967344823,19384.03743
1/26/2020,0,25.319,3.716080075,37030.70812
2/24/2020,0,25.416,7.60952119,40879.78957
3/21/2022,204,25.319,6.887863944,19947.92418
3/23/2020,0,25.222,9.879071258,14673.67067
4/23/2020,0,25.319,7.63876177,18308.50267
1/26/2020,3,25.416,6.961891686,31101.68428
2/24/2020,3,25.513,8.060609624,15489.32566
3/23/2020,3,25.222,7.240271791,23432.96269
4/23/2020,4,25.222,7.486779709,25396.01178
1/26/2020,0,25.222,8.410460643,27554.34526
2/24/2020,0,25.222,6.143921454,29072.16965
3/23/2020,0,25.319,6.09617989,16314.23338
4/23/2020,0,25.319,6.384824009,39960.29895
1/26/2020,35,25.319,9.462666017,12224.6246
2/24/2020,10,25.416,7.868147086,20434.10574
3/23/2020,8,25.416,5.873157137,21910.76357
4/23/2020,5,25.513,3.716080075,26004.52888
1/26/2020,120,25.513,6.529304448,28970.08761
2/24/2020,87,25.513,5.152203722,27000.10688
3/23/2020,81,25.416,7.858662779,26703.85347
4/23/2020,86,25.416,7.704410252,22057.37916
1/26/2020,13,25.513,6.728004386,22888.78806
2/24/2020,10,25.513,10.46450248,6700.775054
3/23/2020,11,25.513,9.11278625,20868.62798
4/23/2020,12,25.513,8.079808358,12677.8415
1/26/2020,74,25.513,7.078659419,26177.78951
2/24/2020,66,25.513,3.716080075,2912.211247
3/23/2020,61,25.416,8.043889299,8896.195118
4/23/2020,57,25.416,7.040244978,20988.42941
1/26/2020,28,25.319,5.483974109,21144.97526
2/24/2020,17,25.416,8.53440688,22372.30327
3/23/2020,19,25.416,7.266594535,14859.05966
4/23/2020,26,25.416,6.256651148,16905.80152
2/9/2020,1,25.319,7.240351006,14462.67431
3/11/2020,1,25.125,8.692115322,2552.962804
4/9/2020,1,24.931,8.639540978,7013.211787
1/25/2020,5,24.835,7.179864149,10859.55375
2/23/2020,5,24.835,7.163999223,34226.07213
3/25/2020,5,25.125,8.926113143,15249.62024
4/25/2020,5,25.319,6.353110302,18409.03732
1/26/2020,5,25.222,6.681553568,26132.21181
2/24/2020,4,25.222,5.445325981,28001.11818
3/23/2020,4,25.222,7.539881893,21575.24522
4/23/2020,7,25.222,3.716080075,15335.51143
1/29/2020,1,25.222,4.37047658,29542.33817
2/27/2020,1,24.931,10.31640038,10676.50848
3/23/2020,1,25.125,6.599593819,21078.88717
4/23/2020,2,24.835,4.197583589,31292.1277
1/26/2020,18,24.835,7.920794564,13454.63478
2/24/2020,17,24.738,6.330732765,18397.19941
3/23/2020,16,24.931,3.716080075,23433.90177
4/23/2020,17,25.028,7.76414261,25926.07564
1/26/2020,0,24.738,8.237142634,20015.39811
2/24/2020,0,24.738,5.679234115,35643.18121
3/23/2020,0,24.545,7.417570368,23207.09284
4/23/2020,0,24.545,4.775983439,19185.79188
1/26/2020,8,24.351,7.86509497,14310.6233
2/24/2020,9,24.545,5.903465715,25394.10472
3/23/2020,4,24.835,7.705711006,18476.61917
4/23/2020,14,24.738,7.815121778,20229.10815
1/26/2020,4,24.835,6.139743032,23894.13601
2/24/2020,4,24.835,5.041405028,17342.31408
3/23/2020,4,24.835,8.675192692,15049.5842
4/23/2020,5,24.835,7.689358004,30253.8511
1/26/2020,15,24.835,8.570129121,9782.344284
2/24/2020,9,24.835,5.671762326,17527.71673
3/23/2020,10,24.835,6.624806428,21443.26475
4/23/2020,11,24.835,6.541007699,29616.49287
1/25/2020,13,24.835,3.716080075,18408.29497
2/24/2020,37,24.835,9.241197563,21610.5813
3/23/2020,22,24.931,3.716080075,21318.96169
4/23/2020,25,24.738,6.340809022,15288.21377
1/26/2020,4,24.835,5.980357227,11826.29428
2/24/2020,4,24.931,7.60597883,10930.05567
3/23/2020,8,24.931,6.427512443,25993.71141
4/23/2020,5,25.125,3.716080075,17909.36578
1/26/2020,4,25.222,6.109073312,26853.94949
2/24/2020,4,24.738,5.842933081,19156.12313
3/23/2020,3,25.125,5.36754649,29009.01082
4/23/2020,4,25.222,5.345887147,22274.36837
1/26/2020,25,24.835,5.386307352,40149.31656
2/24/2020,24,24.738,9.919478426,16544.27559
3/23/2020,20,24.835,3.716080075,42061.3228
4/23/2020,31,24.931,7.121458435,20574.36426
1/26/2020,7,24.835,9.418296122,8777.686784
2/24/2020,5,24.835,7.457164758,31085.08343
3/23/2020,6,24.255,5.27222756,42210.88524
4/23/2020,5,24.351,7.29195704,21891.67716
1/26/2020,2,25.028,7.803833221,37376.79299
2/24/2020,2,24.931,6.844350911,23608.86224
3/23/2020,3,24.931,5.608745232,19835.98077
4/23/2020,4,24.931,5.701154645,41411.60171
1/26/2020,11,24.835,5.412762498,45510.58432
2/24/2020,8,24.835,3.716080075,17264.84092
3/23/2020,8,24.835,5.018132384,29072.03812
4/23/2020,8,24.641,4.552238411,25969.21512
1/26/2020,13,24.545,3.716080075,21417.59361
2/24/2020,8,24.545,7.025305942,23502.8578
3/23/2020,11,24.641,5.770620969,16173.72709
4/23/2020,12,24.835,8.437875983,12856.92869
1/26/2020,0,24.738,5.907078269,41839.45645
2/24/2020,0,24.835,6.89834133,19024.48553
3/23/2020,0,24.835,10.25273437,9651.874826
4/23/2020,0,24.835,8.206499938,18949.97554
1/26/2020,25,24.931,7.286167388,30879.02668
2/24/2020,23,24.931,8.809296432,18140.59427
3/23/2020,26,24.931,6.641500687,27867.48676
4/23/2020,27,25.028,6.145148361,39657.27211
1/25/2020,4,24.835,5.906441765,27296.29404
2/23/2020,4,24.835,5.38984593,19646.23342
3/25/2020,4,24.738,5.006562979,27218.82198
4/25/2020,0,24.835,6.5036382,15000.18777
1/26/2020,3,24.738,9.606858896,18907.64284
2/24/2020,4,24.835,8.742229882,9694.354896
3/31/2020,3,24.931,8.394397412,10603.09802
4/23/2020,2,24.931,3.716080075,12556.75405
1/21/2020,10,24.931,3.841205038,19988.64926
2/19/2020,9,24.931,4.301373467,26640.07219
3/19/2020,8,24.931,9.895889213,13189.51938
4/20/2020,11,24.931,4.319440673,30565.57839
1/26/2020,0,25.028,8.313773604,11310.95831
2/24/2020,0,25.028,3.716080075,4784.967879
3/23/2020,0,25.028,3.410359671,49074.73041
4/23/2020,0,25.028,7.510943342,17100.88743
1/26/2020,14,25.028,6.978290868,26189.64706
2/24/2020,17,25.028,3.716080075,15908.56187
3/23/2020,11,24.931,7.46072722,25222.956
4/20/2022,204,24.931,3.716080075,18327.43843
4/23/2020,9,24.931,7.220165553,15658.08628
1/26/2020,1,24.931,8.790851189,7850.641892
2/24/2020,2,24.931,3.716080075,26486.18144
3/23/2020,1,25.028,3.716080075,29433.42378
4/23/2020,2,25.028,9.049166054,4343.356611
1/26/2020,2,25.028,9.515140615,9082.816175
